op_number,file,line,model,operation,hint_from_scanner,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
080,./server/src/services/advanced/byokService.ts,992,keyRotationPolicy,.upsert(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/byokService.ts:985-1065,"await prisma.keyRotationPolicy.upsert({ where: { keyId_organizationId: { keyId; organizationId; } }; update: {...}; create: {...} })",2026-05-25T00:00:00Z,L7_chunk_02
081,./server/src/services/advanced/byokService.ts,1100,keyRotationPolicy,.update(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/byokService.ts:1030-1145,"await prisma.keyRotationPolicy.update({ where: { keyId_organizationId: { keyId: policy.keyId; organizationId: policy.organizationId; } }; data: {...} });",2026-05-25T00:00:00Z,L7_chunk_02
082,./server/src/services/advanced/byokService.ts,1115,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/byokService.ts:1115-1130,"await prisma.auditLog.create({ data: { action: 'BYOK Key Rotation'; organizationId: policy.organizationId; hash: ...; details: ... } });",2026-05-25T00:00:00Z,L7_chunk_02
083,./server/src/services/advanced/byokService.ts,1137,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/byokService.ts:1135-1150,"await prisma.auditLog.create({ data: { action: 'BYOK Key Rotation Failed'; organizationId: policy.organizationId; hash: ...; details: ... } });",2026-05-25T00:00:00Z,L7_chunk_02
084,./server/src/services/advanced/byokService.ts,1171,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/byokService.ts:1165-1190,"await prisma.auditLog.create({ data: { action: `BYOK Encryption: ${provider}`; organizationId; hash: ...; details: ... } });",2026-05-25T00:00:00Z,L7_chunk_02
085,./server/src/services/advanced/byokService.ts,1240,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/byokService.ts:1192-1248,"await vaultClient.delete(`/v1/${mountPoint}/keys/${config.keyId}`);",2026-05-25T00:00:00Z,L7_chunk_02
086,./server/src/services/advanced/complianceAsCodeService.ts,125,compliancePolicy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceAsCodeService.ts:92-156,"const dbPolicy = await prisma.compliancePolicy.create({ data: { organizationId; name: policy.name; framework: policy.framework; ... } });",2026-05-25T00:00:00Z,L7_chunk_02
087,./server/src/services/advanced/complianceAsCodeService.ts,377,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceAsCodeService.ts:369-395,"await prisma.auditLog.create({ data: { action: `CI/CD Integration: ${integration.provider}`; organizationId; hash: ...; details: ... } });",2026-05-25T00:00:00Z,L7_chunk_02
088,./server/src/services/advanced/complianceAsCodeService.ts,453,N/A,.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/complianceAsCodeService.ts:438-490,"const expected = hmac.update(JSON.stringify(payload)).digest('hex');",2026-05-25T00:00:00Z,L7_chunk_02
089,./server/src/services/advanced/complianceAsCodeService.ts,481,N/A,.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/complianceAsCodeService.ts:471-490,"const expected = hmac.update(JSON.stringify(payload)).digest('hex');",2026-05-25T00:00:00Z,L7_chunk_02
090,./server/src/services/advanced/complianceAsCodeService.ts,1085,compliancePolicy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceAsCodeService.ts:1064-1120,"const existing = await prisma.compliancePolicy.findUnique({ where: { id: policyId } }); if (!existing || existing.organizationId !== organizationId) { throw new AppError('Policy not found'; 404); } ... data: { organizationId; ... }",2026-05-25T00:00:00Z,L7_chunk_02
091,./server/src/services/advanced/complianceAsCodeService.ts,1141,compliancePolicy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceAsCodeService.ts:1125-1175,"if (!current || current.organizationId !== organizationId) { throw new AppError('Policy not found'; 404); } ... data: { organizationId; name: current.previousVersion.name; ... }",2026-05-25T00:00:00Z,L7_chunk_02
092,./server/src/services/advanced/complianceAsCodeService.ts,1186,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/complianceAsCodeService.ts:1177-1215,"await axios.delete(`${this.opaEndpoint}/v1/policies/${policyId}`; { headers: ... });",2026-05-25T00:00:00Z,L7_chunk_02
093,./server/src/services/advanced/complianceAsCodeService.ts,1190,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/complianceAsCodeService.ts:1177-1215,"await axios.delete(`${this.opaEndpoint}/v1/policies/${policyId}`).catch(() => { logger.warn('OPA server not available; policy deleted from database only'); });",2026-05-25T00:00:00Z,L7_chunk_02
094,./server/src/services/advanced/complianceAsCodeService.ts,1196,compliancePolicy,.update(,ORG_IN_FUNC_NOT_IN_WRITE,GAP_HIGH,server/src/services/advanced/complianceAsCodeService.ts:1177-1215,"await prisma.compliancePolicy.update({ where: { id: policyId }; data: { enabled: false }; }); // No findFirst/findUnique with organizationId verification before this update",2026-05-25T00:00:00Z,L7_chunk_02
095,./server/src/services/advanced/complianceAsCodeService.ts,1201,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceAsCodeService.ts:1201-1210,"await prisma.auditLog.create({ data: { action: `Policy Deleted: ${policyId}`; organizationId; hash: ...; details: ... } });",2026-05-25T00:00:00Z,L7_chunk_02
096,./server/src/services/advanced/complianceDigitalTwinService.ts,189,simulationScenario,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceDigitalTwinService.ts:45-263,"simulationScenario = await prisma.simulationScenario.create({ data: { organizationId; name: scenario.name; description: scenario.description; scenarioType: scenario.scenarioType; parameters: scenario.parameters; createdBy: userId; } });",2026-05-25T00:00:00Z,L7_chunk_02
097,./server/src/services/advanced/complianceDigitalTwinService.ts,222,simulationResult,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceDigitalTwinService.ts:220-240,"await prisma.simulationResult.create({ data: { scenarioId: simulationScenario.id; organizationId; baselineScore: ...; ... } });",2026-05-25T00:00:00Z,L7_chunk_02
098,./server/src/services/advanced/complianceDigitalTwinService.ts,243,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceDigitalTwinService.ts:241-260,"await prisma.auditLog.create({ data: { action: 'digital_twin.simulation_run'; details: ...; userId; organizationId; hash: crypto.randomBytes(16).toString('hex'); } });",2026-05-25T00:00:00Z,L7_chunk_02
099,./server/src/services/advanced/complianceDigitalTwinService.ts,1124,simulationScenario,.update(,ORG_IN_FUNC_NOT_IN_WRITE,GAP_HIGH,server/src/services/advanced/complianceDigitalTwinService.ts:1116-1142,"await prisma.simulationScenario.update({ where: { id: scenarioId }; data: { parameters: { ...(await prisma.simulationScenario.findUnique({ where: { id: scenarioId } }))?.parameters ... } } }); // findUnique not filtered by organizationId — function accepts organizationId param but does not verify",2026-05-25T00:00:00Z,L7_chunk_02
100,./server/src/services/advanced/complianceDigitalTwinService.ts,1190,simulationResult,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/complianceDigitalTwinService.ts:1171-1216,"await prisma.simulationResult.deleteMany({ where: { scenarioId; organizationId; } });",2026-05-25T00:00:00Z,L7_chunk_02
101,./server/src/services/advanced/complianceDigitalTwinService.ts,1198,simulationScenario,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/advanced/complianceDigitalTwinService.ts:1171-1216,"const scenario = await prisma.simulationScenario.findFirst({ where: { id: scenarioId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_03
102,./server/src/services/advanced/deepfakeDetectionService.ts,974,(none),.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/deepfakeDetectionService.ts:973-975,"return crypto.createHash('sha256').update(buffer.slice(0; Math.min(buffer.length; 65536))).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_03
103,./server/src/services/advanced/deepfakeDetectionService.ts,1067,(none),.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/deepfakeDetectionService.ts:1063-1070,"if (now - entry.timestamp > this.CACHE_TTL_MS) this.resultCache.delete(key);",2026-05-25T16:30:00Z,L7_chunk_03
104,./server/src/services/advanced/dp/budgetLedger.ts,119,privacyBudgetLedger,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/dp/budgetLedger.ts:103-159,"data: { organizationId: input.organizationId; modelType: input.modelType; roundId: input.roundId; ... }",2026-05-25T16:30:00Z,L7_chunk_03
105,./server/src/services/advanced/dp/secretSharing.ts,48,(none),.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/dp/secretSharing.ts:45-60,"const prk = createHmac(HASH; salt).update(seed).digest();",2026-05-25T16:30:00Z,L7_chunk_03
106,./server/src/services/advanced/dp/secretSharing.ts,55,(none),.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/dp/secretSharing.ts:45-60,"h.update(Buffer.concat([prev; infoBuf; Buffer.from([i])]));",2026-05-25T16:30:00Z,L7_chunk_03
107,./server/src/services/advanced/evidenceTruthLayerService.ts,137,evidenceAnalysis,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:127-152,"data: { evidenceId; organizationId; deepfakeScore: analysis.deepfakeScore; ... }",2026-05-25T16:30:00Z,L7_chunk_03
108,./server/src/services/advanced/evidenceTruthLayerService.ts,155,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:145-165,"data: { action: 'evidence_truth_layer.analyzed'; ...; userId: 'system'; organizationId; hash: cryptographicHash }",2026-05-25T16:30:00Z,L7_chunk_03
109,./server/src/services/advanced/evidenceTruthLayerService.ts,548,(none),.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:547-549,"return crypto.createHash('sha256').update(fileBuffer).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_03
110,./server/src/services/advanced/evidenceTruthLayerService.ts,582,(none),.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:571-592,sign.update(hash);,2026-05-25T16:30:00Z,L7_chunk_03
111,./server/src/services/advanced/evidenceTruthLayerService.ts,608,(none),.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:600-618,verify.update(hash);,2026-05-25T16:30:00Z,L7_chunk_03
112,./server/src/services/advanced/evidenceTruthLayerService.ts,673,keyUsage,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:663-683,"data: { organizationId; keyId: existingKeyPolicy.keyId; provider: existingKeyPolicy.provider; operation: 'retrieve'; success: true; ... }",2026-05-25T16:30:00Z,L7_chunk_03
113,./server/src/services/advanced/evidenceTruthLayerService.ts,720,keyRotationPolicy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:710-730,"data: { organizationId; keyId: kmsKeyId; provider: 'aws_kms'; rotationIntervalDays: 90; ... }",2026-05-25T16:30:00Z,L7_chunk_03
114,./server/src/services/advanced/evidenceTruthLayerService.ts,733,keyUsage,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:723-743,"data: { organizationId; keyId: kmsKeyId; provider: 'aws_kms'; operation: 'generate'; ... }",2026-05-25T16:30:00Z,L7_chunk_03
115,./server/src/services/advanced/evidenceTruthLayerService.ts,784,(none),.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:774-794,const timestampHash = crypto.createHash('sha256').update(timestampData).digest('hex');,2026-05-25T16:30:00Z,L7_chunk_03
116,./server/src/services/advanced/evidenceTruthLayerService.ts,787,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:777-797,"data: { action: 'evidence_truth_layer.timestamped'; ...; userId: 'system'; organizationId; hash: timestampHash }",2026-05-25T16:30:00Z,L7_chunk_03
117,./server/src/services/advanced/evidenceTruthLayerService.ts,824,(none),.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:814-834,const hash = crypto.createHash('sha256').update(chainData).digest('hex');,2026-05-25T16:30:00Z,L7_chunk_03
118,./server/src/services/advanced/evidenceTruthLayerService.ts,827,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/evidenceTruthLayerService.ts:811-891,"await prisma.auditLog.create({ data: { action: 'evidence_truth_layer.chain_of_custody'; details: JSON.stringify({ evidenceId; previousHash; action; hash; ... }) } });",2026-05-25T16:30:00Z,L7_chunk_03
119,./server/src/services/advanced/evidenceTruthLayerService.ts,885,userSigningKey,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:875-895,"data: { userId; organizationId; publicKey; encryptedPrivateKey: encryptField(privateKey); algorithm: 'SHA256-RSA'; ... }",2026-05-25T16:30:00Z,L7_chunk_03
120,./server/src/services/advanced/evidenceTruthLayerService.ts,929,(none),.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:919-939,signer.update(signData);,2026-05-25T16:30:00Z,L7_chunk_03
121,./server/src/services/advanced/evidenceTruthLayerService.ts,933,evidenceAttestation,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:923-943,"data: { evidenceId: resolvedEvidenceId; organizationId; userId: party.userId; role: party.role; signature; ... }",2026-05-25T16:30:00Z,L7_chunk_03
122,./server/src/services/advanced/evidenceTruthLayerService.ts,958,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/evidenceTruthLayerService.ts:948-968,"data: { action: 'evidence_truth_layer.multi_party_attestation'; details: JSON.stringify({ attestationId: attestationRow.id; evidenceId: resolvedEvidenceId; userId: party.userId; ... }) }",2026-05-25T16:30:00Z,L7_chunk_03
123,./server/src/services/advanced/evidenceTruthLayerService.ts,2023,evidenceAnalysis,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:2011-2033,"where: { evidenceId; organizationId }",2026-05-25T16:30:00Z,L7_chunk_03
124,./server/src/services/advanced/evidenceTruthLayerService.ts,2465,(none),.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/evidenceTruthLayerService.ts:2455-2475,const currentHash = crypto.createHash('sha256').update(currentFileBuffer).digest('hex');,2026-05-25T16:30:00Z,L7_chunk_03
125,./server/src/services/advanced/evidenceTruthLayerService.ts,2518,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/evidenceTruthLayerService.ts:2508-2528,"data: { action: integrityVerified ? 'evidence_truth_layer.integrity_verified' : 'evidence_truth_layer.integrity_failed'; organizationId; hash: currentHash; ... }",2026-05-25T16:30:00Z,L7_chunk_03
126,./server/src/services/advanced/federatedSwarmService.ts,96,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:86-106,"data: { action: 'federated_swarm.joined'; ...; userId; organizationId; hash: membershipId }",2026-05-25T16:30:00Z,L7_chunk_03
127,./server/src/services/advanced/federatedSwarmService.ts,110,federatedSwarmPeer,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:100-120,"data: { organizationId; peerId: membershipId; peerName: `Organization ${organizationId.substring(0; 8)}`; status: 'active' }",2026-05-25T16:30:00Z,L7_chunk_03
128,./server/src/services/advanced/federatedSwarmService.ts,136,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:126-146,"data: { action: 'federated_swarm.left'; ...; userId; organizationId; hash: require('crypto').randomBytes(16).toString('hex') }",2026-05-25T16:30:00Z,L7_chunk_03
129,./server/src/services/advanced/federatedSwarmService.ts,197,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:187-207,"data: { action: 'federated_swarm.contribution_made'; ...; userId; organizationId; ... }",2026-05-25T16:30:00Z,L7_chunk_03
130,./server/src/services/advanced/federatedSwarmService.ts,379,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:369-389,"data: { action: 'federated_swarm.recovered'; ...; userId; organizationId; hash: require('crypto').randomBytes(16).toString('hex') }",2026-05-25T16:30:00Z,L7_chunk_03
131,./server/src/services/advanced/federatedSwarmService.ts,702,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:692-712,"data: { action: 'federated_swarm.model_received'; ...; userId: 'system'; organizationId; hash: require('crypto').randomBytes(16).toString('hex') }",2026-05-25T16:30:00Z,L7_chunk_03
132,./server/src/services/advanced/federatedSwarmService.ts,754,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/federatedSwarmService.ts:744-764,"data: { action: 'federated_swarm.aggregation_blocked'; ...; userId: 'system'; organizationId: 'system' }",2026-05-25T16:30:00Z,L7_chunk_03
133,./server/src/services/advanced/federatedSwarmService.ts,790,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/federatedSwarmService.ts:780-800,"data: { action: 'federated_swarm.model_versioned'; details: JSON.stringify({ modelType; version; weights: aggregatedWeights; convergence; participantCount: uniqueParticipants; ... }) }",2026-05-25T16:30:00Z,L7_chunk_03
134,./server/src/services/advanced/federatedSwarmService.ts,1080,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:1070-1094,"data: { action: 'federated_swarm.participation'; ...; userId: 'system'; organizationId; hash: require('crypto').randomBytes(16).toString('hex') }",2026-05-25T16:30:00Z,L7_chunk_03
135,./server/src/services/advanced/federatedSwarmService.ts,1098,swarmInsight,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:1088-1108,"data: { organizationId; insightType: taskType === 'risk_analysis' ? 'risk_pattern' : ...; description: `Swarm contribution for ${taskType}: ...`; ... }",2026-05-25T16:30:00Z,L7_chunk_03
136,./server/src/services/advanced/federatedSwarmService.ts,1667,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/federatedSwarmService.ts:1661-1677,"data: { action: 'federated_swarm.convergence_tracked'; ...; userId: 'system'; organizationId: 'system' }",2026-05-25T16:30:00Z,L7_chunk_03
137,./server/src/services/advanced/federatedSwarmService.ts,1884,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/federatedSwarmService.ts:1874-1894,"data: { action: 'federated_swarm.model_rolled_back'; details: JSON.stringify({ modelType; fromVersion: currentVersion; toVersion: targetVersion; weightsRestored: !!targetWeights; rolledBackAt: new Date() }); userId; ... }",2026-05-25T16:30:00Z,L7_chunk_03
